URL,TITLE,METADESCRIPTION,KEYWORDS,SOCIALTAGS,COURSENAME,PROVIDER,PRICE,DURATION,CERTIFICATE,INSTRUCTOR,DECRIPTION,LEVEL,ISVALID?
https://redhoop.com/khan-academy-the-pythagorean-theorem-10336-2.html,'Online Course - The Pythagorean theorem','It s an online Math and Science course offered by Khan Academy. Price: Free Click to learn more and find similar courses.','The Pythagorean theorem; Khan Academy; online Math and Science courses',N/A,'Online Course - The Pythagorean theorem','Khan Academy',Free,N/A,No,N/A,'Named after the Greek philosopher who lived nearly 2600 years ago; the Pythagorean theorem is as good as math theorems get (Pythagoras also started a religious movement). It s simple. It s beautiful. It s powerful. Common Core Standards: 8.G.B.7; 8.G.B.8','Appropriate for all',yes
https://redhoop.com/lynda-insights-on-product-photography-9483-2.html,'Online Course - Insights on Product Photography','It s an online Arts and Photography course offered by Lynda. Price: Free Trial. Duration: 34m 32s.  Click to learn more and find similar courses.','Insights on Product Photography; Lynda; online Arts and Photography courses',N/A,'Online Course - Insights on Product Photography',Lynda,'Free Trial','34m 32s',Yes,'Konrad Eek','An effective product photo accurately depicts an item s appearance while also making it look its best. Photographer Konrad Eek has photographed thousands of products of all sizes for retailers large and small; and in this course; he shares his insights on product photography; from styling to lighting to gear.','Appropriate for all',yes
https://redhoop.com/pluralsight-aspnet-ajax-javascript-and-jquery-6942-2.html,'Online Course - ASP.NET Ajax JavaScript and jQuery','It s an online Technology course offered by PluralSight. Price: Free Trial. Duration: 02:22:41.  Click to learn more and find similar courses.','ASP.NET Ajax JavaScript and jQuery; PluralSight; online Technology courses',N/A,'Online Course - ASP.NET Ajax JavaScript and jQuery',PluralSight,'Free Trial',2:22:41,Yes,'Onion; Allen','This course covers the details of working with JavaScript and jQuery in the context of ASP.NET Ajax',Intermediate,yes
https://redhoop.com/edx-er22x-justice-3937-2.html,'Online Course - ER22x: Justice','It s an online Humanities course offered by edX. Price: Free. Duration: 21 weeks.  Click to learn more and find similar courses.','ER22x: Justice; edX; online Humanities courses',N/A,'Online Course - ER22x: Justice',edX,Free,'21 weeks',Yes,'Michael J. Sandel','*Note - This is an Archived course* This is a past/archived course. At this time; you can only explore this course in a self-paced fashion. Certain features of this course may not be active; but many people enjoy watching the videos and working with the materials. Make sure to check for reruns of this course. Justice is a critical analysis of classical and contemporary theories of justice; including discussion of present-day applications. Topics include affirmative action; income distribution; same-sex marriage; the role of markets; debates about rights (human rights and property rights); arguments for and against equality; dilemmas of loyalty in public and private life. The course invites students to subject their own views on these controversies to critical examination. The principal readings for the course are texts by Aristotle; John Locke; Immanuel Kant; John Stuart Mill; and John Rawls. Other assigned readings include writings by contemporary philosophers; court cases; and articles about political controversies that raise philosophical questions.','Appropriate for all',yes
https://redhoop.com/internet-marketing-online-courses.html,'Internet Marketing Online Courses','185 Online Internet Marketing Video Courses at RedHoop.com','Online courses; online classes; free online courses; free online classes; online education; education video; educational video; MOOC',N/A,'Internet Marketing Online Courses',N/A,N/A,N/A,N/A,N/A,N/A,N/A,no
https://redhoop.com/khan-academy-sample-playlists-and-curriculum-mappings-8955-2.html,'Online Course - Sample playlists and curriculum mappings','It s an online Education course offered by Khan Academy. Price: Free Click to learn more and find similar courses.','Sample playlists and curriculum mappings; Khan Academy; online Education courses',N/A,'Online Course - Sample playlists and curriculum mappings','Khan Academy',Free,N/A,No,N/A,N/A,'Appropriate for all',yes
https://redhoop.com/lynda-management-tips-7943-2.html,'Online Course - Management Tips','It s an online Business course offered by Lynda. Price: Free Trial. Duration: 2h 41m.  Click to learn more and find similar courses.','Management Tips; Lynda; online Business courses',N/A,'Online Course - Management Tips',Lynda,'Free Trial','2h 41m',Yes,'Todd Dewett','In this weekly series; Todd Dewett; PhD; shares the tips respected and motivated managers use to improve rapport; navigate tricky situations; build better relationships; and drive the business forward. Each week; we ll release two tips ranging from avoiding the dreaded micromanagement to managing a multigenerational workforce; cultivating better listening skills; and developing an understanding of your organization s politics. Check back every Wednesday for more Management Tips.','Appropriate for all',yes
https://redhoop.com/udemy-teach-with-your-ipad-part-i-8549-2.html,'Online Course - Teach with Your iPad: Part I','It s an online Education course offered by Udemy. Price: $39. Duration: 44 mins.  Click to learn more and find similar courses.','Teach with Your iPad: Part I; Udemy; online Education courses',N/A,'Online Course - Teach with Your iPad: Part I',Udemy,$39 ,'44 mins',Yes,'Monica Burns','This course is for educators with access to a single iPad who are looking to use this technology to instruct; assess and manage their classroom.  Participants will learn how free and low-cost apps can revolutionize their instruction.  This course is made up of video tutorials and text.  It will take approximately three hours to complete.  The instructor is available on a weekly basis to answer questions.','Appropriate for all',yes
https://redhoop.com/pluralsight-windows-server-2003-internet-gateways-9787-2.html,'Online Course - Windows Server 2003 Internet Gateways','It s an online Technology course offered by PluralSight. Price: Free Trial. Duration: 02:33:30.  Click to learn more and find similar courses.','Windows Server 2003 Internet Gateways; PluralSight; online Technology courses',N/A,'Online Course - Windows Server 2003 Internet Gateways',PluralSight,'Free Trial',2:33:30,Yes,'Scott Skinger','Throughout this Windows Server 2003 Internet Gateways course you will learn how to establish internet connectivity on your network using ISA Server; NAT and ICS; so you can evaluate and implement the best solution depending on your network s needs. This course is designed for beginners familiar with Windows Server 2003; but is also a helpful course for more experienced users wanting an in-depth look at Internet Gateways.',Intermediate,yes
https://redhoop.com/pluralsight-sharepoint-2007-business-services-7057-2.html,'Online Course - SharePoint 2007: Business Services','It s an online Technology course offered by PluralSight. Price: Free Trial. Duration: 04:11:20.  Click to learn more and find similar courses.','SharePoint 2007: Business Services; PluralSight; online Technology courses',N/A,'Online Course - SharePoint 2007: Business Services',PluralSight,'Free Trial',4:11:20,Yes,'Sahil Malik; et al.','This course focuses on Microsoft Office SharePoint Server 2007 (MOSS) and how you can leverage the portal and content management features of MOSS as well as the Business Data Catalog and Excel Services.',Intermediate,yes
https://redhoop.com/free-html5-online-courses.html,'Free Html5 Online Courses','23 Free Online HTML5 Video Courses at RedHoop.com','Online courses; online classes; free online courses; free online classes; online education; education video; educational video; MOOC',N/A,'Free Html5 Online Courses',N/A,N/A,N/A,N/A,N/A,N/A,N/A,no
https://redhoop.com/coursera-growing-old-around-the-globe-4900-2.html,'Online Course - Growing Old Around the Globe','It s an online Math and Science course offered by Coursera. Price: Free. Duration: 6 weeks.  Click to learn more and find similar courses.','Growing Old Around the Globe; Coursera; online Math and Science courses',N/A,'Online Course - Growing Old Around the Globe',Coursera,Free,'6 weeks',Yes,'Sarah Kagan and Anne Shoemaker','Growing old is discussed today in ominous terms – concerns about disease; dysfunction; and destitution are daily discussed by media and policy makers. What are individuals; families; communities and societies to make of an ageing world? We analyze contemporary topics in psychological and social ageing from a global perspective. Each week; we pose a question to be explored and discussed online. Participants are encouraged to contribute their experiences and perspectives as we create a global community to discuss age; ageing; and the science of gerontology in action. Participants will then compile a portfolio of materials they create and/or collect to address each week’s question and critically reflect their knowledge and experience throughout the course. Portfolios are then reviewed by peers at the end of the course to foster continued discourse among participants in our COURSERA community.','Appropriate for all',yes
https://redhoop.com/udemy-mastering-html5-programming-the-easier-way-332-2.html,'Online Course - Mastering HTML5 Programming - The Easier Way','It s an online Technology course offered by Udemy. Price: Free. Duration: 7 hours.  Click to learn more and find similar courses.','Mastering HTML5 Programming - The Easier Way; Udemy; online Technology courses',N/A,'Online Course - Mastering HTML5 Programming - The Easier Way',Udemy,Free,'7 hours',Yes,'Vishal Lamba','The course provides a comprehensive coverage of HTML5 technology. It has been created by industry professionals already working on web development. The course is divided in 8 sections and each section should take a maximum of one week to cover it. After completion of this course you will be able to create great HTML5 apps.  ','Appropriate for all',yes
https://redhoop.com/iphone-online-courses.html,'Iphone Online Courses','246 Online Iphone Video Courses at RedHoop.com','Online courses; online classes; free online courses; free online classes; online education; education video; educational video; MOOC',N/A,'Iphone Online Courses',N/A,N/A,N/A,N/A,N/A,N/A,N/A,no
https://redhoop.com/lynda-learning-internet-explorer-6-1894-2.html,'Online Course - Learning Internet Explorer 6','It s an online Business course offered by Lynda. Price: Free Trial. Duration: 3h 57m.  Click to learn more and find similar courses.','Learning Internet Explorer 6; Lynda; online Business courses',N/A,'Online Course - Learning Internet Explorer 6',Lynda,'Free Trial','3h 57m',Yes,'Garo Green','Learning Internet Explorer 6 with Garo Green is a movie-based tutorial designed for those who want to quickly get up to speed with Internet Explorer 6; the most widely used browser on the internet. In this tutorial you ll find hours of tips and techniques that will help you to use Internet Explorer 6 easily and effectively. Topics include browsing web pages; favorites; downloading files; security; email; newsgroups; instant messaging; and much more!',Beginner,yes
https://redhoop.com/microsoft-outlook-online-courses.html,'Microsoft Outlook Online Courses','69 Online Microsoft Outlook Video Courses at RedHoop.com','Online courses; online classes; free online courses; free online classes; online education; education video; educational video; MOOC',N/A,'Microsoft Outlook Online Courses',N/A,N/A,N/A,N/A,N/A,N/A,N/A,no
https://redhoop.com/udemy-organizational-behavior-12141-2.html,'Online Course - Organizational Behavior','It s an online Business course offered by Udemy. Price: $149. Duration: 31 mins.  Click to learn more and find similar courses.','Organizational Behavior; Udemy; online Business courses',N/A,'Online Course - Organizational Behavior',Udemy,$149 ,'31 mins',Yes,'Mr. Ibrahima (Abraham) Diallo','This course involves the study of organizational behavior; its foundations and the role of effective leadership in motivating staff with a particular emphasis on organizational workforce. Topics of relevance to be explored include the following core concepts and theories: diversity training; group and team building; staff motivation; decision making; leadership; communication; ethics; organizational culture; organizational change; technology; power and politics.','Appropriate for all',yes
https://redhoop.com/khan-academy-the-complex-plane-3602-2.html,'Online Course - The complex plane','It s an online Math and Science course offered by Khan Academy. Price: Free Click to learn more and find similar courses.','The complex plane; Khan Academy; online Math and Science courses',N/A,'Online Course - The complex plane','Khan Academy',Free,N/A,No,N/A,'You know what imaginary and complex numbers are; but want to start digging a bit deeper. In this tutorial; we will explore different ways of representing a complex number and mapping them on the complex plane.','Appropriate for all',yes
https://redhoop.com/free-internet-marketing-online-courses.html,'Free Internet Marketing Online Courses','17 Free Online Internet Marketing Video Courses at RedHoop.com','Online courses; online classes; free online courses; free online classes; online education; education video; educational video; MOOC',N/A,'Free Internet Marketing Online Courses',N/A,N/A,N/A,N/A,N/A,N/A,N/A,no
https://redhoop.com/paid-fashion-online-courses.html,'Paid Fashion Online Courses','133 Paid Online Fashion Video Courses at RedHoop.com','Online courses; online classes; free online courses; free online classes; online education; education video; educational video; MOOC',N/A,'Paid Fashion Online Courses',N/A,N/A,N/A,N/A,N/A,N/A,N/A,no
https://redhoop.com/udemy-jquery-ui-in-depth-7775-2.html,'Online Course - jQuery UI In Depth','It s an online Technology course offered by Udemy. Price: $9. Duration: 10.5 hours.  Click to learn more and find similar courses.','jQuery UI In Depth; Udemy; online Technology courses',N/A,'Online Course - jQuery UI In Depth',Udemy,$9 ,'10.5 hours',Yes,'Ayad Boudiab','This course will provide an in-depth coverage of all the details of jQuery UI. It follows a hands-on approach where the instructor will cover the subjects one at a time using examples. By the time a specific session is done; the student will feel comfortable using the subject covered. Along the way; different tools for developing and debugging jQuery UI code will be discussed. By taking this course; the student will feel very confident creating complex and elegant graphical user interfaces using jQuery UI.','Appropriate for all',yes
https://redhoop.com/khan-academy-trigonometric-identities-3576-2.html,'Online Course - Trigonometric identities','It s an online Math and Science course offered by Khan Academy. Price: Free Click to learn more and find similar courses.','Trigonometric identities; Khan Academy; online Math and Science courses',N/A,'Online Course - Trigonometric identities','Khan Academy',Free,N/A,No,N/A,'If you re starting to sense that there may be more to trig functions than meet the eye; you are sensing right. In this tutorial you ll discover exciting and beautiful and elegant and hilarious relationships between our favorite trig functions (and maybe a few that we don t particularly like). Warning: Many of these videos are the old; rougher Sal with the cheap equipment!','Appropriate for all',yes
https://redhoop.com/flash-online-courses.html,'Flash Online Courses','315 Online Flash Video Courses at RedHoop.com','Online courses; online classes; free online courses; free online classes; online education; education video; educational video; MOOC',N/A,'Flash Online Courses',N/A,N/A,N/A,N/A,N/A,N/A,N/A,no
https://redhoop.com/coursera-the-science-of-safety-in-healthcare-4879-2.html,'Online Course - The Science of Safety in Healthcare','It s an online Math and Science course offered by Coursera. Price: Free. Duration: 5 weeks.  Click to learn more and find similar courses.','The Science of Safety in Healthcare; Coursera; online Math and Science courses',N/A,'Online Course - The Science of Safety in Healthcare',N/A,N/A,N/A,N/A,N/A,'This course will introduce the basic principles of the science and culture of safety in healthcare. The goals for this course are to provide definitions and context of patient safety concepts and terms using a systems approach. We will explore foundation-level content in the science of safety; patient safety culture; teamwork; patient-centered care; and leading change. Students will also be introduced to strategies for identifying and mitigating risks through the use of human factors science and quality improvement methods. They will learn about the importance of using data to guide their change efforts; and about the use of the Comprehensive Unit-based Safety Program (CUSP) as one model to engage care teams—and entire organizations—in the effort to reduce preventable harm to patients. While course content and examples will focus on the acute-care healthcare setting; specifically the hospital; learning will be relevant to other healthcare settings such as extended care; outpatient; and home care settings. The content of this course has been adapted from the intensive five-day Patient Safety Certificate Program offered by the Johns Hopkins Armstrong Institute for Patient Safety and Quality as well as the Helene Fuld Fellows Program undergraduate course content from the Johns Hopkins University School of Nursing.','Appropriate for all',yes
https://redhoop.com/craftsy-cake-design-made-simple-art-deco-8333-2.html,'Online Course - Cake Design Made Simple: Art Deco','It s an online Crafts and Hobbies course offered by Craftsy. Price: $39 Click to learn more and find similar courses.','Cake Design Made Simple: Art Deco; Craftsy; online Crafts and Hobbies courses',N/A,'Online Course - Cake Design Made Simple: Art Deco',Craftsy,$39 ,N/A,N/A,'Lindy Smith','You?ll learn where to look for inspiration and how to translate your ideas into unique and sleek confectionary creations as Lindy walks you through her cake design process. Apply art deco aesthetics to rolled fondant and modeling paste with top tips from Lindy as she creates her chic and colorful multi-tiered cake!','Appropriate for all',yes
https://redhoop.com/udemy-healthcare-reform-principles-11705-2.html,'Online Course - HealthCare Reform Principles','It s an online Health and Fitness course offered by Udemy. Price: Free. Duration: 34 mins.  Click to learn more and find similar courses.','HealthCare Reform Principles; Udemy; online Health and Fitness courses',N/A,'Online Course - HealthCare Reform Principles',Udemy,Free,'34 mins',Yes,'Dr. George Flinn','This course goes over the essentials of Health Care Reform as explained by a Radiologist that has been serving the radiology community for over 35 years. Not only does he go over each key facet of the Affordable Care Act; but he breaks it down so that people can understand what they are getting exactly. He also goes on to explain what could essentially make Health Care Reform better in adding small tidbits that he has experienced as a doctor for over 35 years.','Appropriate for all',yes
https://redhoop.com/free-flash-online-courses.html,'Free Flash Online Courses','7 Free Online Flash Video Courses at RedHoop.com','Online courses; online classes; free online courses; free online classes; online education; education video; educational video; MOOC',N/A,'Free Flash Online Courses',N/A,N/A,N/A,N/A,N/A,N/A,N/A,no
https://redhoop.com/khan-academy-pythagorean-theorem-3314-2.html,'Online Course - Pythagorean theorem','It s an online Math and Science course offered by Khan Academy. Price: Free Click to learn more and find similar courses.','Pythagorean theorem; Khan Academy; online Math and Science courses',N/A,'Online Course - Pythagorean theorem','Khan Academy',Free,N/A,No,N/A,'Named after the Greek philosopher who lived nearly 2600 years ago; the Pythagorean theorem is as good as math theorems get (Pythagoras also started a religious movement). It s simple. It s beautiful. It s powerful. In this tutorial; we will cover what it is and how it can be used. We have another tutorial that gives you as many proofs of it as you might need.','Appropriate for all',yes
https://redhoop.com/tuts-going-pro-with-photography-5931-2.html,'Online Course - Going Pro with Photography','It s an online Arts and Photography course offered by Tuts+. Price: Subscription Click to learn more and find similar courses.','Going Pro with Photography; Tuts+; online Arts and Photography courses',N/A,'Online Course - Going Pro with Photography',Tuts+,Subscription,N/A,No,'Josh Johnson','Learn how to take your passion for photography and make it your career. You’ve learned the Basics of DSLR and spent years developing your talent…but are you ready to go pro? Hear the inside information from a pro photographer. In Going Pro with Photography; Josh Johnson helps you decide if your skills are ready to go pro and how to succeed. 13 LessonsView Course','Appropriate for all',yes
https://redhoop.com/interface-online-courses.html,'Interface Online Courses','780 Online Interface Video Courses at RedHoop.com','Online courses; online classes; free online courses; free online classes; online education; education video; educational video; MOOC',N/A,'Interface Online Courses',N/A,N/A,N/A,N/A,N/A,N/A,N/A,no
https://redhoop.com/craftsy-fashion-inspired-fondant-6414-2.html,'Online Course - Fashion-Inspired Fondant','It s an online Crafts and Hobbies course offered by Craftsy. Price: $29 Click to learn more and find similar courses.','Fashion-Inspired Fondant; Craftsy; online Crafts and Hobbies courses',N/A,'Online Course - Fashion-Inspired Fondant',Craftsy,$29 ,N/A,N/A,'Joshua John Russell','Your favorite designer handbag; lacy frock or feathered hat could become the inspiration for your next cake. In','Appropriate for all',yes
https://redhoop.com/edx-info2040x-networks-crowds-and-markets-11781-2.html,'Online Course - INFO2040x: Networks; Crowds and Markets','It s an online Math and Science course offered by edX. Price: Free. Duration: 10 weeks.  Click to learn more and find similar courses.','INFO2040x: Networks; Crowds and Markets; edX; online Math and Science courses',N/A,'Online Course - INFO2040x: Networks; Crowds and Markets',edX,Free,'10 weeks',Yes,'David Easley ; Jon Kleinberg; Eva Tardos','The course invites you to examine the interconnectedness of modern life through an exploration of fundamental questions about how our social; economic; and technological worlds are connected. Students will explore game theory; the structure of the Internet; social contagion; the spread of social power and popularity; and information cascades. This MOOC is based on an interdisciplinary Cornell University course entitled Networks; taught by professors David Easley; Jon Kleinberg; and Éva Tardos. That course was also the basis for the book; Networks; Crowds; and Markets: Reasoning About a Highly Connected World. This course is designed at the introductory undergraduate level without formal prerequisites.','Appropriate for all',yes
https://redhoop.com/khan-academy-transformations-on-the-coordinate-plane-12571-2.html,'Online Course - Transformations on the coordinate plane','It s an online Math and Science course offered by Khan Academy. Price: Free Click to learn more and find similar courses.','Transformations on the coordinate plane; Khan Academy; online Math and Science courses',N/A,'Online Course - Transformations on the coordinate plane','Khan Academy',Free,N/A,No,N/A,'Let s continue our deep voyage through the world of transformations by thinking about how points map to each other after a transformation.','Appropriate for all',yes
https://redhoop.com/lynda-communication-fundamentals-12333-2.html,'Online Course - Communication Fundamentals','It s an online Business course offered by Lynda. Price: Free Trial. Duration: 2h 5m.  Click to learn more and find similar courses.','Communication Fundamentals; Lynda; online Business courses',N/A,'Online Course - Communication Fundamentals',N/A,N/A,N/A,N/A,N/A,'Effective communication is more than what you say. Make your message more impactful; and get the results you want in work and life. In this course; author and UCLA Anderson School Professor John Ullmen; PhD; walks you through strong and clear communication strategies that will help you improve your listening; your message; your delivery; and your effectiveness. These strategies work across departments; teams; and cultures and help you get through communication blockers. Topics include: Managing the intent-impact gap Designing the content of your message Improving vocal delivery Adjusting your body language Being politically savvy Listening to what s said; what s unsaid; and how it s said Increasing empathy and trust Overcoming anxiety','Appropriate for all',yes
https://redhoop.com/paid-microsoft-outlook-online-courses.html,'Paid Microsoft Outlook Online Courses','69 Paid Online Microsoft Outlook Video Courses at RedHoop.com','Online courses; online classes; free online courses; free online classes; online education; education video; educational video; MOOC',N/A,'Paid Microsoft Outlook Online Courses',N/A,N/A,N/A,N/A,N/A,N/A,N/A,no
https://redhoop.com/udemy-how-to-make-money-with-internet-marketing-13160-2.html,'Online Course - How to Make Money with Internet Marketing','It s an online Business course offered by Udemy. Price: $9. Duration: 2 hours.  Click to learn more and find similar courses.','How to Make Money with Internet Marketing; Udemy; online Business courses',N/A,'Online Course - How to Make Money with Internet Marketing',Udemy,$9 ,'2 hours',Yes,'Peter Abundant','Ever wonder what those internet people are doing to make money online and create finacial freedom? Do you want to create a business that makes money for you as you sit at home in your comfortable clothes and at your own schedule? What makes those internet gurus different from you? This course shows you all of the fundamentals of what it takes to make good money online. If you ever wondered what it is they do; its called internet marketing. As an Internet Marketer you must change the way you think about money; success and the internet. Peter Abundant; Master Blogger and Internet Marketer teaches your the fundamentals of Internet Marketing and making money online. Learn the 3 things that are on the mind of every great Internet Marketer. Learn the 3 keys to being successful at making money online. Learn why some make money online while most doesn t. Learn how to sell products and services without being a pushing salesman. Learn the important elements every Internet Marketers has in their business. Get step by step instruction on how to include these elements into your business. Learn how to make a difference in peoples  lives and make money while you do it. Sit at home and make money just from a few hours a day working on your business. Learn about email marketing and why it is fundamental for your business. Learn why a blog is the best kind of website for your business. Learn how to make passive income online and make money while you sleep','Appropriate for all',yes
https://redhoop.com/free-iphone-online-courses.html,'Free Iphone Online Courses','34 Free Online Iphone Video Courses at RedHoop.com','Online courses; online classes; free online courses; free online classes; online education; education video; educational video; MOOC',N/A,'Free Iphone Online Courses',N/A,N/A,N/A,N/A,N/A,N/A,N/A,no
https://redhoop.com/udemy-creating-an-mp3-player-with-html5-192-2.html,'Online Course - Creating an MP3 Player with HTML5','It s an online Technology course offered by Udemy. Price: Free. Duration: 1.5 hours.  Click to learn more and find similar courses.','Creating an MP3 Player with HTML5; Udemy; online Technology courses',N/A,'Online Course - Creating an MP3 Player with HTML5',Udemy,Free,'1.5 hours',Yes,'Mark Lassoff','Looking for a fun project to sharpen your HTML5 and Javascript skills?  Are up for pushing your HTML5 and Javascript skills further?   This course will take you through all of the steps necessary to create a fully functional MP3 player using HTML5; Javascript and a little CSS.  The course provides a great way to learn more about HTML5 and CSS; while completing a programming project that is both rewarding and fun.   You ll code along with master instructor Mark Lassoff as you learn to create a fully featured MP3 player that includes time elapsed output; a song position scrubber and click-to-load interface allowing you to change songs at the click of a mouse.  Along the way you ll be learning valuable HTML5 and Javascript techniques that you can apply to almost any development project.','Appropriate for all',yes
https://redhoop.com/khan-academy-modeling-the-solar-system-10970-2.html,'Online Course - Modeling the solar system','It s an online Other course offered by Khan Academy. Price: Free Click to learn more and find similar courses.','Modeling the solar system; Khan Academy; online Other courses',N/A,'Online Course - Modeling the solar system','Khan Academy',Free,N/A,No,N/A,'Astronomy begins when we look up and start asking questions. Where are we? How big is the earth? This lesson is for all ages; start here!','Appropriate for all',yes
https://redhoop.com/udemy-fast-loading-ajax-seo-friendly-website-with-fading-effect-244-2.html,'Online Course - Fast loading; Ajax; SEO friendly website with fading effect','It s an online Technology course offered by Udemy. Price: Free. Duration: 26 mins.  Click to learn more and find similar courses.','Fast loading; Ajax; SEO friendly website with fading effect; Udemy; online Technology courses',N/A,'Online Course - Fast loading; Ajax; SEO friendly website with fading effect',Udemy,Free,'26 mins',Yes,'Sebastian Sulinski','Learn how to create an SEO friendly Ajax built web applications with fade in / out content effect and changing urls without reloading the page - all this using HTML5 History API and it s pushState and popState methods. With this course you will have access to the Exercise Files; which contain all necessary files to complete this project. This course is suitable for everyone who is starting to learn HTML5 and would like to build modern websites with the focus on SEO and new technologies.','Appropriate for all',yes
https://redhoop.com/udemy-mastering-iphone-programming-lite-191-2.html,'Online Course - Mastering iPhone programming - Lite','It s an online Technology course offered by Udemy. Price: Free. Duration: 5 hours.  Click to learn more and find similar courses.','Mastering iPhone programming - Lite; Udemy; online Technology courses',N/A,'Online Course - Mastering iPhone programming - Lite',Udemy,Free,'5 hours',Yes,'Vishal Lamba',N/A,'Appropriate for all',yes
https://redhoop.com/udemy-internet-marketing-for-local-businesses-854-2.html,'Online Course - Internet Marketing for Local Businesses','It s an online Business course offered by Udemy. Price: $19. Duration: 3.5 hours.  Click to learn more and find similar courses.','Internet Marketing for Local Businesses; Udemy; online Business courses',N/A,'Online Course - Internet Marketing for Local Businesses',Udemy,$19 ,'3.5 hours',Yes,'Todd Wieland','Internet marketing is no longer limited to big Web-wide businesses and brands. The advent of localized search; a highly local mobile Web and local social media combine to create dynamic opportunities for local businesses and local outposts of national operations. The local; mobile and social (LMS) environments form a matrix of marketing tools and practices that give local entrepreneurs and operators the tools they need to work at a very high level. The Internet Marketing for Local Small Business eCourse provides insights; tools and practices of the LMS Matrix with one simple goal: To help local businesses get more customers. Take this course and learn internet marketing for your local small business.</p>','Appropriate for all',yes
https://redhoop.com/udemy-outlook-2013-getting-started-10852-2.html,'Online Course - Outlook 2013 - Getting Started','It s an online Business course offered by Udemy. Price: $9. Duration: 1 hour.  Click to learn more and find similar courses.','Outlook 2013 - Getting Started; Udemy; online Business courses',N/A,'Online Course - Outlook 2013 - Getting Started',Udemy,$9 ,'1 hour',Yes,'Career Academy','This course covers how to get started with Microsoft Outlook 2013. Students will learn how to navigate the Outlook interface; perform basic email functions and learn how to access the help system. This course is taught by Sandra Batakis. Total Video Time: 45 minutes Enjoyed what you saw? What to learn more about Microsoft Office Outlook 2013? Check out the full Microsoft Office Outlook 2013 - The Basics training course.','Appropriate for all',yes
https://redhoop.com/craftsy-wedding-photography-posing-the-family-13292-2.html,'Online Course - Wedding Photography: Posing the Family','It s an online Arts and Photography course offered by Craftsy. Price: $59 Click to learn more and find similar courses.','Wedding Photography: Posing the Family; Craftsy; online Arts and Photography courses',N/A,'Online Course - Wedding Photography: Posing the Family',Craftsy,$59 ,N/A,No,'Neil van Niekerk','Follow expert wedding photographer Neil van Niekerk on a wedding-day photo shoot and learn the best strategies for working with a large group in a small window of time. Conquer the dreaded shot list with a family diagram––at a glance; You will be able to decipher family politics; relationships and what shots you still need to take. Discover how to anchor your shots around the wedding couple; and delve into sequencing strategies that will make your session run smoothly. Explore Neil’s go-to setups for big groups; and confidently direct both men and women with natural; versatile poses. Create warm; flattering lighting indoors and out with simple flash and modifiers. Plus; learn shot-saving post-processing techniques to fix closed eyes and remove distracting glare from glasses.','Appropriate for all',yes
https://redhoop.com/udemy-use-mapping-to-position-your-brand-12895-2.html,'Online Course - Use Mapping to Position Your Brand','It s an online Business course offered by Udemy. Price: Free. Duration: 22 mins.  Click to learn more and find similar courses.','Use Mapping to Position Your Brand; Udemy; online Business courses',N/A,'Online Course - Use Mapping to Position Your Brand',Udemy,Free,'22 mins',Yes,eCornell,'When it comes to improving sales and market share; knowing what consumers want isn’t enough. You also need to know what they believe your product or service; and your competitors’; provides. In this course; You will examine perceptual maps; which are used to identify how consumers differentiate among products and how they perceive one product relative to another. These maps are valuable for identifying opportunities to introduce and position new products; repositioning existing products; and identifying your true competitors. You will also examine positioning statements; which are the foundation of an overall marketing effort; and learn how to create a positioning statement for your brand.','Appropriate for all',yes
https://redhoop.com/paid-internet-marketing-online-courses.html,'Paid Internet Marketing Online Courses','168 Paid Online Internet Marketing Video Courses at RedHoop.com','Online courses; online classes; free online courses; free online classes; online education; education video; educational video; MOOC',N/A,'Paid Internet Marketing Online Courses',N/A,N/A,N/A,N/A,N/A,N/A,N/A,no
https://redhoop.com/skillshare-the-inspiration-where-fashion-design-begins-11524-2.html,'Online Course - The Inspiration: Where Fashion Design Begins','It s an online Other course offered by SkillShare. Price: Subscription Click to learn more and find similar courses.','The Inspiration: Where Fashion Design Begins; SkillShare; online Other courses',N/A,'Online Course - The Inspiration: Where Fashion Design Begins',SkillShare,Subscription,N/A,No,'Daniel Vosovic','In this class you ll learn the very first step of fashion design: finding inspiration.',Beginner,yes
https://redhoop.com/free-interface-online-courses.html,'Free Interface Online Courses','36 Free Online Interface Video Courses at RedHoop.com','Online courses; online classes; free online courses; free online classes; online education; education video; educational video; MOOC',N/A,'Free Interface Online Courses',N/A,N/A,N/A,N/A,N/A,N/A,N/A,no
https://redhoop.com/tuts-fundamentals-of-photography-11071-2.html,'Online Course - Fundamentals of Photography','It s an online Arts and Photography course offered by Tuts+. Price: Subscription Click to learn more and find similar courses.','Fundamentals of Photography; Tuts+; online Arts and Photography courses',N/A,'Online Course - Fundamentals of Photography',Tuts+,Subscription,N/A,No,'David Bode','Are you ready to get off of automatic mode and stretch your photography skills? In this course; Dave introduces new users to their DSLR and teaches the basics of exposure; focus; shooting modes; white balance; and much more! Join Dave Bode in taking your novice photography to professional polish. 14 LessonsView Course','Appropriate for all',yes
